,booth,electorate,party,candidate,votes
355,Chisholm,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
356,Chisholm,Kurrajong,Ungrouped,"PAINE, Bruce",0
357,Chisholm,Murrumbidgee,ACT Labor,"CODY, Bec",0
358,Chisholm,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
359,Chisholm,Murrumbidgee,ACT Labor,"LONG, Brendan",0
360,Chisholm,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
361,Chisholm,Murrumbidgee,ACT Labor,"STEEL, Chris",0
362,Chisholm,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
363,Chisholm,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
364,Chisholm,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
365,Chisholm,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
366,Chisholm,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
367,Chisholm,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
368,Chisholm,Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
369,Chisholm,Murrumbidgee,Canberra Liberals,"COCKS, Ed",0
370,Chisholm,Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",0
371,Chisholm,Murrumbidgee,Canberra Liberals,"JONES, Giulia",0
372,Chisholm,Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",0
373,Chisholm,Murrumbidgee,Canberra Liberals,"SUINE, Sarah",0
374,Chisholm,Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",0
375,Chisholm,Murrumbidgee,Canberra Progressives,"LIN, Stephen",0
376,Chisholm,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",0
377,Chisholm,Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",0
378,Chisholm,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",0
379,Chisholm,Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",0
380,Chisholm,Murrumbidgee,The ACT Greens,"BAKER, Terry",0
381,Chisholm,Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",0
382,Chisholm,Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",0
383,Chisholm,Murrumbidgee,Ungrouped,"CARRICK, Fiona",0
384,Chisholm,Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",0
385,Chisholm,Murrumbidgee,Ungrouped,"WHYTE, Brendan",0
386,Chisholm,Yerrabi,ACT Labor,"FISCHER, Tom",0
387,Chisholm,Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",0
388,Chisholm,Yerrabi,ACT Labor,"ORR, Suzanne",0
389,Chisholm,Yerrabi,ACT Labor,"PETTERSSON, Michael",0
390,Chisholm,Yerrabi,ACT Labor,"PHILLIPS, Georgia",0
391,Chisholm,Yerrabi,Animal Justice Party,"BRENNAN, Bernie",0
392,Chisholm,Yerrabi,Animal Justice Party,"HORNE, Francine",0
393,Chisholm,Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",0
394,Chisholm,Yerrabi,Canberra Liberals,"CASTLEY, Leanne",0
395,Chisholm,Yerrabi,Canberra Liberals,"COE, Alistair",0
396,Chisholm,Yerrabi,Canberra Liberals,"MILLIGAN, James",0
397,Chisholm,Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",0
398,Chisholm,Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",0
399,Chisholm,Yerrabi,Canberra Progressives,"STELZIG, Mike",0
400,Chisholm,Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",0
401,Chisholm,Yerrabi,David Pollard Independent,"POLLARD, David",0
402,Chisholm,Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
403,Chisholm,Yerrabi,Labour DLP,"HELMORE, Olivia",0
404,Chisholm,Yerrabi,Labour DLP,"STRANG, Bernie",0
405,Chisholm,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",0
406,Chisholm,Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
407,Chisholm,Yerrabi,The ACT Greens,"BRADDOCK, Andrew",0
408,Chisholm,Yerrabi,The ACT Greens,"HAQUE, Mainul",0
409,Chisholm,Yerrabi,Ungrouped,"CROSS, Helen",0
410,Chisholm,Yerrabi,Ungrouped,"LI, Fuxin",0
411,Chisholm (Early voting),Brindabella,ACT Labor,"BURCH, Joy",1292
412,Chisholm (Early voting),Brindabella,ACT Labor,"DAY, Cathy",397
413,Chisholm (Early voting),Brindabella,ACT Labor,"FORDE, Brendan",401
414,Chisholm (Early voting),Brindabella,ACT Labor,"GENTLEMAN, Mick",960
415,Chisholm (Early voting),Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",787
416,Chisholm (Early voting),Brindabella,Animal Justice Party,"FAHIZ, Jannah",107
417,Chisholm (Early voting),Brindabella,Animal Justice Party,"SOXSMITH, Robyn",88
418,Chisholm (Early voting),Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",68
419,Chisholm (Early voting),Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",26
420,Chisholm (Early voting),Brindabella,Canberra Liberals,"DANIELS, James",409
421,Chisholm (Early voting),Brindabella,Canberra Liberals,"HIATT, Jane",388
422,Chisholm (Early voting),Brindabella,Canberra Liberals,"LAWDER, Nicole",1310
423,Chisholm (Early voting),Brindabella,Canberra Liberals,"PARTON, Mark",1140
424,Chisholm (Early voting),Brindabella,Canberra Liberals,"WALL, Andrew",871
425,Chisholm (Early voting),Brindabella,Liberal Democrats,"GOWOR, Jacob",52
426,Chisholm (Early voting),Brindabella,Liberal Democrats,"KNIGHT, Matthew",68
427,Chisholm (Early voting),Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",144
428,Chisholm (Early voting),Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",170
429,Chisholm (Early voting),Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",109
430,Chisholm (Early voting),Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",73
431,Chisholm (Early voting),Brindabella,The ACT Greens,"DAVIS, Johnathan",427
432,Chisholm (Early voting),Brindabella,The ACT Greens,"ELLERMAN, Sue",186
433,Chisholm (Early voting),Brindabella,The ACT Greens,"NUTTALL, Laura",239
434,Chisholm (Early voting),Ginninderra,ACT Labor,"BERRY, Yvette",12
435,Chisholm (Early voting),Ginninderra,ACT Labor,"CHEYNE, Tara",3
436,Chisholm (Early voting),Ginninderra,ACT Labor,"DUCKER, Sue",1
437,Chisholm (Early voting),Ginninderra,ACT Labor,"LLOYD, Greg",2
438,Chisholm (Early voting),Ginninderra,ACT Labor,"RAMSAY, Gordon",5
439,Chisholm (Early voting),Ginninderra,Animal Justice Party,"DREW, Carolyne",2
440,Chisholm (Early voting),Ginninderra,Animal Justice Party,"DREW, Lara",0
441,Chisholm (Early voting),Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
442,Chisholm (Early voting),Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",1
443,Chisholm (Early voting),Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
444,Chisholm (Early voting),Ginninderra,Belco Party,"DUBEY, Vijay",1
445,Chisholm (Early voting),Ginninderra,Belco Party,"HENRY, Chic",4
446,Chisholm (Early voting),Ginninderra,Belco Party,"LOUNT, Angela",0
447,Chisholm (Early voting),Ginninderra,Belco Party,"STEFANIAK, Bill",4
448,Chisholm (Early voting),Ginninderra,Belco Party,"TUTT, Alan",2
449,Chisholm (Early voting),Ginninderra,Canberra Liberals,"CAIN, Peter",4
450,Chisholm (Early voting),Ginninderra,Canberra Liberals,"GUNNING, Robert",1
451,Chisholm (Early voting),Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",10
452,Chisholm (Early voting),Ginninderra,Canberra Liberals,"LAM, Kacey",1
453,Chisholm (Early voting),Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",2
454,Chisholm (Early voting),Ginninderra,Labour DLP,"McCLURE, Helen",1
455,Chisholm (Early voting),Ginninderra,Labour DLP,"McCLURE, Ian",4
456,Chisholm (Early voting),Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
457,Chisholm (Early voting),Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
458,Chisholm (Early voting),Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",2
459,Chisholm (Early voting),Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",1
460,Chisholm (Early voting),Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",1
461,Chisholm (Early voting),Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
462,Chisholm (Early voting),Ginninderra,The ACT Greens,"CLAY, Jo",2
463,Chisholm (Early voting),Ginninderra,The ACT Greens,"LIERSCH, Tim",1
464,Chisholm (Early voting),Ginninderra,The ACT Greens,"MILLNER, Katt",3
465,Chisholm (Early voting),Ginninderra,Ungrouped,"CULLEN, Mignonne",2
466,Chisholm (Early voting),Kurrajong,ACT Labor,"ANDERSON, Judy",3
467,Chisholm (Early voting),Kurrajong,ACT Labor,"BARR, Andrew",20
468,Chisholm (Early voting),Kurrajong,ACT Labor,"INGRAM, Jacob",3
469,Chisholm (Early voting),Kurrajong,ACT Labor,"NORTHAM, Maddy",1
470,Chisholm (Early voting),Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",4
471,Chisholm (Early voting),Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
472,Chisholm (Early voting),Kurrajong,Animal Justice Party,"SMITH, Julie",1
473,Chisholm (Early voting),Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
474,Chisholm (Early voting),Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",1
475,Chisholm (Early voting),Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
476,Chisholm (Early voting),Kurrajong,Canberra Liberals,"BURCH, Candice",11
477,Chisholm (Early voting),Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
478,Chisholm (Early voting),Kurrajong,Canberra Liberals,"JOHNSON, Robert",3
479,Chisholm (Early voting),Kurrajong,Canberra Liberals,"LEE, Elizabeth",10
480,Chisholm (Early voting),Kurrajong,Canberra Liberals,"PENTONY, Patrick",7
481,Chisholm (Early voting),Kurrajong,Canberra Progressives,"BOHM, Tim",0
482,Chisholm (Early voting),Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
483,Chisholm (Early voting),Kurrajong,Canberra Progressives,"FAULKNER, Therese",1
484,Chisholm (Early voting),Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",1
485,Chisholm (Early voting),Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
486,Chisholm (Early voting),Kurrajong,The ACT Greens,"BOISEN, Adriana",0
487,Chisholm (Early voting),Kurrajong,The ACT Greens,"BREWER, Michael",3
488,Chisholm (Early voting),Kurrajong,The ACT Greens,"RATTENBURY, Shane",11
489,Chisholm (Early voting),Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",3
490,Chisholm (Early voting),Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
491,Chisholm (Early voting),Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
492,Chisholm (Early voting),Kurrajong,Ungrouped,"DAMIANO, Marilena",0
493,Chisholm (Early voting),Kurrajong,Ungrouped,"PAINE, Bruce",1
494,Chisholm (Early voting),Murrumbidgee,ACT Labor,"CODY, Bec",27
495,Chisholm (Early voting),Murrumbidgee,ACT Labor,"DOBSON, Tim",11
496,Chisholm (Early voting),Murrumbidgee,ACT Labor,"LONG, Brendan",12
497,Chisholm (Early voting),Murrumbidgee,ACT Labor,"PATERSON, Marisa",24
498,Chisholm (Early voting),Murrumbidgee,ACT Labor,"STEEL, Chris",30
499,Chisholm (Early voting),Murrumbidgee,Animal Justice Party,"del VALLE, Yana",6
500,Chisholm (Early voting),Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",7
501,Chisholm (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",1
502,Chisholm (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",1
503,Chisholm (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
504,Chisholm (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",3
505,Chisholm (Early voting),Murrumbidgee,Australian Climate Change Justice Party,"VEENSTRA, Peter",0
506,Chisholm (Early voting),Murrumbidgee,Canberra Liberals,"COCKS, Ed",28
507,Chisholm (Early voting),Murrumbidgee,Canberra Liberals,"HANSON, Jeremy",45
508,Chisholm (Early voting),Murrumbidgee,Canberra Liberals,"JONES, Giulia",22
509,Chisholm (Early voting),Murrumbidgee,Canberra Liberals,"SINGH, Amardeep",13
510,Chisholm (Early voting),Murrumbidgee,Canberra Liberals,"SUINE, Sarah",15
511,Chisholm (Early voting),Murrumbidgee,Canberra Progressives,"KNIGHT, Robert",2
512,Chisholm (Early voting),Murrumbidgee,Canberra Progressives,"LIN, Stephen",4
513,Chisholm (Early voting),Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","GILMAYER, Mark",7
514,Chisholm (Early voting),Murrumbidgee,"Shooters, Fishers and Farmers Party (ACT)","YEATMAN, Gordon",5
515,Chisholm (Early voting),Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"BUCKMASTER, Geoff",2
516,Chisholm (Early voting),Murrumbidgee,Sustainable Australia - Stop overdevelopment. Stop corruption.,"MAIL, Jill",4
517,Chisholm (Early voting),Murrumbidgee,The ACT Greens,"BAKER, Terry",10
518,Chisholm (Early voting),Murrumbidgee,The ACT Greens,"DAVIDSON, Emma",13
519,Chisholm (Early voting),Murrumbidgee,The ACT Greens,"GORENG GORENG, Tjanara",6
520,Chisholm (Early voting),Murrumbidgee,Ungrouped,"CARRICK, Fiona",18
521,Chisholm (Early voting),Murrumbidgee,Ungrouped,"PERREN-LEVERIDGE, Lee",1
522,Chisholm (Early voting),Murrumbidgee,Ungrouped,"WHYTE, Brendan",1
523,Chisholm (Early voting),Yerrabi,ACT Labor,"FISCHER, Tom",4
524,Chisholm (Early voting),Yerrabi,ACT Labor,"GUPTA, Deepak-Raj",4
525,Chisholm (Early voting),Yerrabi,ACT Labor,"ORR, Suzanne",6
526,Chisholm (Early voting),Yerrabi,ACT Labor,"PETTERSSON, Michael",4
527,Chisholm (Early voting),Yerrabi,ACT Labor,"PHILLIPS, Georgia",5
528,Chisholm (Early voting),Yerrabi,Animal Justice Party,"BRENNAN, Bernie",1
529,Chisholm (Early voting),Yerrabi,Animal Justice Party,"HORNE, Francine",5
530,Chisholm (Early voting),Yerrabi,Australian Federation Party Australian Capital Territory,"HUSSAIN, Mohammad Munir",1
531,Chisholm (Early voting),Yerrabi,Canberra Liberals,"CASTLEY, Leanne",5
532,Chisholm (Early voting),Yerrabi,Canberra Liberals,"COE, Alistair",11
533,Chisholm (Early voting),Yerrabi,Canberra Liberals,"MILLIGAN, James",3
534,Chisholm (Early voting),Yerrabi,Canberra Liberals,"NADIMPALLI, Krishna",1
535,Chisholm (Early voting),Yerrabi,Canberra Liberals,"VADAKKEDATHU, Jacob",2
536,Chisholm (Early voting),Yerrabi,Canberra Progressives,"STELZIG, Mike",0
537,Chisholm (Early voting),Yerrabi,Canberra Progressives,"WILLIAMS, Bethany",0
538,Chisholm (Early voting),Yerrabi,David Pollard Independent,"POLLARD, David",0
539,Chisholm (Early voting),Yerrabi,David Pollard Independent,"POLLARD, Stephanie",0
540,Chisholm (Early voting),Yerrabi,Labour DLP,"HELMORE, Olivia",5
541,Chisholm (Early voting),Yerrabi,Labour DLP,"STRANG, Bernie",2
542,Chisholm (Early voting),Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"KEARSLEY, John",2
543,Chisholm (Early voting),Yerrabi,Sustainable Australia - Stop overdevelopment. Stop corruption.,"YOUNG, Scott",0
544,Chisholm (Early voting),Yerrabi,The ACT Greens,"BRADDOCK, Andrew",5
545,Chisholm (Early voting),Yerrabi,The ACT Greens,"HAQUE, Mainul",3
546,Chisholm (Early voting),Yerrabi,Ungrouped,"CROSS, Helen",1
547,Chisholm (Early voting),Yerrabi,Ungrouped,"LI, Fuxin",0
548,Fadden,Brindabella,ACT Labor,"BURCH, Joy",46
549,Fadden,Brindabella,ACT Labor,"DAY, Cathy",20
550,Fadden,Brindabella,ACT Labor,"FORDE, Brendan",9
551,Fadden,Brindabella,ACT Labor,"GENTLEMAN, Mick",33
552,Fadden,Brindabella,ACT Labor,"WERNER-GIBBINGS, Taimus",88
553,Fadden,Brindabella,Animal Justice Party,"FAHIZ, Jannah",2
554,Fadden,Brindabella,Animal Justice Party,"SOXSMITH, Robyn",2
555,Fadden,Brindabella,Australian Federation Party Australian Capital Territory,"POTTER, Jason",7
556,Fadden,Brindabella,Australian Federation Party Australian Capital Territory,"SANDFORD, Scott",1
557,Fadden,Brindabella,Canberra Liberals,"DANIELS, James",29
558,Fadden,Brindabella,Canberra Liberals,"HIATT, Jane",22
559,Fadden,Brindabella,Canberra Liberals,"LAWDER, Nicole",111
560,Fadden,Brindabella,Canberra Liberals,"PARTON, Mark",25
561,Fadden,Brindabella,Canberra Liberals,"WALL, Andrew",49
562,Fadden,Brindabella,Liberal Democrats,"GOWOR, Jacob",3
563,Fadden,Brindabella,Liberal Democrats,"KNIGHT, Matthew",6
564,Fadden,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","BAYNHAM, Greg",4
565,Fadden,Brindabella,"Shooters, Fishers and Farmers Party (ACT)","OLLEY, Adrian",5
566,Fadden,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"CLAPHAM, Andrew",15
567,Fadden,Brindabella,Sustainable Australia - Stop overdevelopment. Stop corruption.,"WILLETT, Bruce",6
568,Fadden,Brindabella,The ACT Greens,"DAVIS, Johnathan",22
569,Fadden,Brindabella,The ACT Greens,"ELLERMAN, Sue",17
570,Fadden,Brindabella,The ACT Greens,"NUTTALL, Laura",25
571,Fadden,Ginninderra,ACT Labor,"BERRY, Yvette",0
572,Fadden,Ginninderra,ACT Labor,"CHEYNE, Tara",0
573,Fadden,Ginninderra,ACT Labor,"DUCKER, Sue",0
574,Fadden,Ginninderra,ACT Labor,"LLOYD, Greg",0
575,Fadden,Ginninderra,ACT Labor,"RAMSAY, Gordon",0
576,Fadden,Ginninderra,Animal Justice Party,"DREW, Carolyne",0
577,Fadden,Ginninderra,Animal Justice Party,"DREW, Lara",0
578,Fadden,Ginninderra,Australian Climate Change Justice Party,"DEMETRIOS, Oksana",0
579,Fadden,Ginninderra,Australian Climate Change Justice Party,"NGEP, Sok Kheng",0
580,Fadden,Ginninderra,Australian Climate Change Justice Party,"STAVRIDIS, Jonathan",0
581,Fadden,Ginninderra,Belco Party,"DUBEY, Vijay",0
582,Fadden,Ginninderra,Belco Party,"HENRY, Chic",0
583,Fadden,Ginninderra,Belco Party,"LOUNT, Angela",0
584,Fadden,Ginninderra,Belco Party,"STEFANIAK, Bill",0
585,Fadden,Ginninderra,Belco Party,"TUTT, Alan",0
586,Fadden,Ginninderra,Canberra Liberals,"CAIN, Peter",0
587,Fadden,Ginninderra,Canberra Liberals,"GUNNING, Robert",0
588,Fadden,Ginninderra,Canberra Liberals,"KIKKERT, Elizabeth",0
589,Fadden,Ginninderra,Canberra Liberals,"LAM, Kacey",0
590,Fadden,Ginninderra,Canberra Liberals,"ROZARIO, Ignatius",0
591,Fadden,Ginninderra,Labour DLP,"McCLURE, Helen",0
592,Fadden,Ginninderra,Labour DLP,"McCLURE, Ian",0
593,Fadden,Ginninderra,Liberal Democrats,"DE LUCA, Dominic",0
594,Fadden,Ginninderra,Liberal Democrats,"JAKEMAN, Guy",0
595,Fadden,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","OGILVIE, Matthew",0
596,Fadden,Ginninderra,"Shooters, Fishers and Farmers Party (ACT)","SMITH, Oliver",0
597,Fadden,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"GABRIEL, Paul",0
598,Fadden,Ginninderra,Sustainable Australia - Stop overdevelopment. Stop corruption.,"O'CONNOR, Mark",0
599,Fadden,Ginninderra,The ACT Greens,"CLAY, Jo",0
600,Fadden,Ginninderra,The ACT Greens,"LIERSCH, Tim",0
601,Fadden,Ginninderra,The ACT Greens,"MILLNER, Katt",0
602,Fadden,Ginninderra,Ungrouped,"CULLEN, Mignonne",0
603,Fadden,Kurrajong,ACT Labor,"ANDERSON, Judy",0
604,Fadden,Kurrajong,ACT Labor,"BARR, Andrew",0
605,Fadden,Kurrajong,ACT Labor,"INGRAM, Jacob",0
606,Fadden,Kurrajong,ACT Labor,"NORTHAM, Maddy",0
607,Fadden,Kurrajong,ACT Labor,"STEPHEN-SMITH, Rachel",0
608,Fadden,Kurrajong,Animal Justice Party,"RUTLEDGE-PRIOR, Serrin",0
609,Fadden,Kurrajong,Animal Justice Party,"SMITH, Julie",0
610,Fadden,Kurrajong,Australian Climate Change Justice Party,"FORNER, Sophia",0
611,Fadden,Kurrajong,Australian Climate Change Justice Party,"JOHNSON, Petar",0
612,Fadden,Kurrajong,Australian Climate Change Justice Party,"O'HARA, Alix",0
613,Fadden,Kurrajong,Canberra Liberals,"BURCH, Candice",0
614,Fadden,Kurrajong,Canberra Liberals,"GUMBER, Rattesh",0
615,Fadden,Kurrajong,Canberra Liberals,"JOHNSON, Robert",0
616,Fadden,Kurrajong,Canberra Liberals,"LEE, Elizabeth",0
617,Fadden,Kurrajong,Canberra Liberals,"PENTONY, Patrick",0
618,Fadden,Kurrajong,Canberra Progressives,"BOHM, Tim",0
619,Fadden,Kurrajong,Canberra Progressives,"BRYANT, Peta Anne",0
620,Fadden,Kurrajong,Canberra Progressives,"FAULKNER, Therese",0
621,Fadden,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"ANGEL, Joy",0
622,Fadden,Kurrajong,Sustainable Australia - Stop overdevelopment. Stop corruption.,"HAYDON, John",0
623,Fadden,Kurrajong,The ACT Greens,"BOISEN, Adriana",0
624,Fadden,Kurrajong,The ACT Greens,"BREWER, Michael",0
625,Fadden,Kurrajong,The ACT Greens,"RATTENBURY, Shane",0
626,Fadden,Kurrajong,The ACT Greens,"VASSAROTTI, Rebecca",0
627,Fadden,Kurrajong,The Community Action Party (ACT),"HOPPER, Alvin",0
628,Fadden,Kurrajong,The Community Action Party (ACT),"WILLIAMS, Robyn",0
629,Fadden,Kurrajong,Ungrouped,"DAMIANO, Marilena",0
630,Fadden,Kurrajong,Ungrouped,"PAINE, Bruce",0
631,Fadden,Murrumbidgee,ACT Labor,"CODY, Bec",0
632,Fadden,Murrumbidgee,ACT Labor,"DOBSON, Tim",0
633,Fadden,Murrumbidgee,ACT Labor,"LONG, Brendan",0
634,Fadden,Murrumbidgee,ACT Labor,"PATERSON, Marisa",0
635,Fadden,Murrumbidgee,ACT Labor,"STEEL, Chris",0
636,Fadden,Murrumbidgee,Animal Justice Party,"del VALLE, Yana",0
637,Fadden,Murrumbidgee,Animal Justice Party,"HANDBY, Edmund",0
638,Fadden,Murrumbidgee,Australian Climate Change Justice Party,"BYRNES, Rohan",0
639,Fadden,Murrumbidgee,Australian Climate Change Justice Party,"DEMETRIOS, Andrew",0
640,Fadden,Murrumbidgee,Australian Climate Change Justice Party,"FORNER, Richard",0
641,Fadden,Murrumbidgee,Australian Climate Change Justice Party,"HILLMAN, Jackson",0
